Control_Model,Control_Mean_Accuracy,Control_Std_Accuracy,Total_Comparisons,Significantly_Better,Significantly_Worse,No_Significant_Difference,Significance_Level,CV_Folds,Metric
SEL-NNML (TPE),0.8624576271186439,0.042915638767418315,12,1,0,11,0.05,10,accuracy
