iteration,score
1,0.7833333333333333
2,0.4
3,0.8833333333333333
4,0.8833333333333333
5,0.9166666666666666
6,0.8833333333333333
7,0.8666666666666667
8,0.8833333333333333
9,0.9
10,0.9
11,0.8666666666666667
12,0.85
13,0.8833333333333333
14,0.8833333333333333
15,0.8833333333333333
16,0.8833333333333333
17,0.8833333333333333
18,0.9
19,0.9
20,0.8666666666666667
21,0.8833333333333333
22,0.8833333333333333
23,0.8833333333333333
24,0.8666666666666667
25,0.8833333333333333
26,0.8833333333333333
27,0.9
28,0.9
29,0.85
30,0.9
31,0.8833333333333333
32,0.9
33,0.8833333333333333
34,0.8666666666666667
35,0.8833333333333333
36,0.0
37,0.8833333333333333
38,0.8833333333333333
39,0.8666666666666667
40,0.9
41,0.8666666666666667
42,0.8833333333333333
43,0.8666666666666667
44,0.8666666666666667
45,0.9
46,0.8833333333333333
47,0.9
48,0.9
49,0.9
50,0.9
51,0.8666666666666667
52,0.8666666666666667
53,0.9
54,0.8666666666666667
55,0.9
56,0.9
57,0.8666666666666667
58,0.9
59,0.9166666666666666
60,0.9
61,0.9
62,0.8833333333333333
63,0.9
64,0.9
65,0.9
66,0.9166666666666666
67,0.9
68,0.9
69,0.9
70,0.8833333333333333
71,0.0
72,0.9333333333333333
73,0.8833333333333333
74,0.9
75,0.8666666666666667
76,0.8833333333333333
77,0.8833333333333333
78,0.8833333333333333
79,0.85
80,0.9
81,0.8666666666666667
82,0.9
83,0.8666666666666667
84,0.9166666666666666
85,0.0
86,0.8833333333333333
87,0.0
88,0.9
89,0.9166666666666666
90,0.9
91,0.8666666666666667
92,0.8
93,0.9
94,0.8833333333333333
95,0.8833333333333333
96,0.9
97,0.8833333333333333
98,0.9
99,0.8833333333333333
100,0.9
