iteration,score
1,0.7833333333333333
2,0.9166666666666666
3,0.8833333333333333
4,0.8833333333333333
5,0.8666666666666667
6,0.8833333333333333
7,0.8666666666666667
8,0.8666666666666667
9,0.0
10,0.8833333333333333
11,0.9
12,0.9
13,0.9
14,0.9
15,0.8833333333333333
16,0.9166666666666666
17,0.9166666666666666
18,0.9
19,0.9166666666666666
20,0.9166666666666666
21,0.9
22,0.9166666666666666
23,0.8833333333333333
24,0.9
25,0.9
26,0.9166666666666666
27,0.8666666666666667
28,0.9166666666666666
29,0.8833333333333333
30,0.8333333333333334
31,0.9166666666666666
32,0.9166666666666666
33,0.9
34,0.9166666666666666
35,0.9
36,0.9
37,0.9
38,0.8333333333333334
39,0.9
40,0.85
41,0.9
42,0.9166666666666666
43,0.9
44,0.9
45,0.9166666666666666
46,0.9
47,0.8833333333333333
48,0.9166666666666666
49,0.85
50,0.9
51,0.9166666666666666
52,0.9
53,0.9
54,0.9166666666666666
55,0.9
56,0.9
57,0.9166666666666666
58,0.9166666666666666
59,0.7833333333333333
60,0.9166666666666666
61,0.9
62,0.9166666666666666
63,0.9166666666666666
64,0.9166666666666666
65,0.9166666666666666
66,0.9166666666666666
67,0.9166666666666666
68,0.9
69,0.9166666666666666
70,0.8833333333333333
71,0.9
72,0.9
73,0.9166666666666666
74,0.9
75,0.9166666666666666
76,0.9
77,0.9
78,0.9
79,0.9166666666666666
80,0.85
81,0.9166666666666666
82,0.9166666666666666
83,0.9166666666666666
84,0.9166666666666666
85,0.9
86,0.9
87,0.9166666666666666
88,0.9
89,0.9166666666666666
90,0.9166666666666666
91,0.9166666666666666
92,0.9166666666666666
93,0.9166666666666666
94,0.9
95,0.9
96,0.8833333333333333
97,0.8833333333333333
98,0.9
99,0.9
100,0.9166666666666666
