iteration,score
1,0.9066666666666666
2,0.9066666666666666
3,0.9133333333333333
4,0.92
5,0.9066666666666666
6,0.9066666666666666
7,0.92
8,0.9133333333333333
9,0.9066666666666666
10,0.9066666666666666
11,0.9133333333333333
12,0.9133333333333333
13,0.9133333333333333
14,0.9066666666666666
15,0.9
16,0.9
17,0.9133333333333333
18,0.8933333333333333
19,0.9133333333333333
20,0.9066666666666666
21,0.9133333333333333
22,0.8866666666666667
23,0.92
24,0.9
25,0.92
26,0.9133333333333333
27,0.9133333333333333
28,0.9
29,0.9066666666666666
30,0.9133333333333333
31,0.92
32,0.92
33,0.9133333333333333
34,0.9066666666666666
35,0.0
36,0.9066666666666666
37,0.9133333333333333
38,0.9
39,0.8933333333333333
40,0.9133333333333333
41,0.8933333333333333
42,0.9133333333333333
43,0.9066666666666666
44,0.9066666666666666
45,0.9066666666666666
46,0.9133333333333333
47,0.92
48,0.9133333333333333
49,0.92
50,0.9133333333333333
51,0.92
52,0.9066666666666666
53,0.9066666666666666
54,0.8933333333333333
55,0.9066666666666666
56,0.92
57,0.9266666666666666
58,0.9133333333333333
59,0.9066666666666666
60,0.0
61,0.9133333333333333
62,0.9133333333333333
63,0.0
64,0.9066666666666666
65,0.92
66,0.9
67,0.9066666666666666
68,0.92
69,0.9133333333333333
70,0.9133333333333333
71,0.9133333333333333
72,0.9066666666666666
73,0.0
74,0.9133333333333333
75,0.0
76,0.9066666666666666
77,0.9066666666666666
78,0.9133333333333333
79,0.9066666666666666
80,0.9066666666666666
81,0.0
82,0.9133333333333333
83,0.9
84,0.92
85,0.8866666666666667
86,0.9133333333333333
87,0.9133333333333333
88,0.9066666666666666
89,0.9133333333333333
90,0.8866666666666667
91,0.9066666666666666
92,0.9066666666666666
93,0.9133333333333333
94,0.0
95,0.9133333333333333
96,0.9133333333333333
97,0.9066666666666666
98,0.9133333333333333
99,0.9066666666666666
100,0.9066666666666666
