Control_Model,Control_Mean_Accuracy,Control_Std_Accuracy,Total_Comparisons,Significantly_Better,Significantly_Worse,No_Significant_Difference,Significance_Level,CV_Folds,Metric
SEL-NNML (TPE),0.8188405797101449,0.08617299982779335,12,1,0,11,0.05,10,accuracy
