Sampler,Model,FPR,TPR
QMC,K-Nearest Neighbors,0.08333333333333333,0.7083333333333334
QMC,K-Nearest Neighbors,0.08333333333333333,0.75
QMC,K-Nearest Neighbors,0.1111111111111111,0.8333333333333334
QMC,K-Nearest Neighbors,0.1111111111111111,0.9166666666666666
QMC,K-Nearest Neighbors,0.1111111111111111,0.9583333333333334
QMC,K-Nearest Neighbors,0.2222222222222222,0.9583333333333334
QMC,K-Nearest Neighbors,0.3055555555555556,0.9583333333333334
QMC,K-Nearest Neighbors,0.5,0.9583333333333334
QMC,K-Nearest Neighbors,0.8888888888888888,1.0
QMC,K-Nearest Neighbors,1.0,1.0
QMC,Support Vector Machine,0.0,0.0
QMC,Support Vector Machine,0.0,0.041666666666666664
QMC,Support Vector Machine,0.0,0.375
QMC,Support Vector Machine,0.027777777777777776,0.375
QMC,Support Vector Machine,0.027777777777777776,0.8333333333333334
QMC,Support Vector Machine,0.05555555555555555,0.8333333333333334
QMC,Support Vector Machine,0.05555555555555555,0.875
QMC,Support Vector Machine,0.1111111111111111,0.875
QMC,Support Vector Machine,0.1111111111111111,0.9583333333333334
QMC,Support Vector Machine,0.6944444444444444,0.9583333333333334
QMC,Support Vector Machine,0.6944444444444444,1.0
QMC,Support Vector Machine,1.0,1.0
QMC,AdaBoost,0.0,0.0
QMC,AdaBoost,0.0,0.041666666666666664
QMC,AdaBoost,0.0,0.5
QMC,AdaBoost,0.027777777777777776,0.5
QMC,AdaBoost,0.027777777777777776,0.5416666666666666
QMC,AdaBoost,0.05555555555555555,0.5416666666666666
QMC,AdaBoost,0.05555555555555555,0.75
QMC,AdaBoost,0.08333333333333333,0.75
QMC,AdaBoost,0.08333333333333333,0.8333333333333334
QMC,AdaBoost,0.1111111111111111,0.8333333333333334
QMC,AdaBoost,0.1111111111111111,0.875
QMC,AdaBoost,0.1388888888888889,0.875
QMC,AdaBoost,0.1388888888888889,0.9166666666666666
QMC,AdaBoost,0.2777777777777778,0.9166666666666666
QMC,AdaBoost,0.2777777777777778,0.9583333333333334
QMC,AdaBoost,0.3333333333333333,0.9583333333333334
QMC,AdaBoost,0.3333333333333333,1.0
QMC,AdaBoost,0.8888888888888888,1.0
QMC,AdaBoost,0.9444444444444444,1.0
QMC,AdaBoost,1.0,1.0
QMC,Gradient Boosting,0.0,0.0
QMC,Gradient Boosting,0.0,0.041666666666666664
QMC,Gradient Boosting,0.0,0.75
QMC,Gradient Boosting,0.05555555555555555,0.75
QMC,Gradient Boosting,0.05555555555555555,0.8333333333333334
QMC,Gradient Boosting,0.08333333333333333,0.8333333333333334
QMC,Gradient Boosting,0.08333333333333333,0.875
QMC,Gradient Boosting,0.1388888888888889,0.875
QMC,Gradient Boosting,0.1388888888888889,0.9166666666666666
QMC,Gradient Boosting,0.19444444444444445,0.9166666666666666
QMC,Gradient Boosting,0.19444444444444445,0.9583333333333334
QMC,Gradient Boosting,0.3888888888888889,0.9583333333333334
QMC,Gradient Boosting,0.3888888888888889,1.0
QMC,Gradient Boosting,1.0,1.0
QMC,SEL-NNML,0.0,0.0
QMC,SEL-NNML,0.0,0.041666666666666664
QMC,SEL-NNML,0.0,0.5416666666666666
QMC,SEL-NNML,0.027777777777777776,0.5416666666666666
QMC,SEL-NNML,0.027777777777777776,0.7083333333333334
QMC,SEL-NNML,0.05555555555555555,0.7083333333333334
QMC,SEL-NNML,0.05555555555555555,0.75
QMC,SEL-NNML,0.08333333333333333,0.75
QMC,SEL-NNML,0.08333333333333333,0.9583333333333334
QMC,SEL-NNML,0.7777777777777778,0.9583333333333334
QMC,SEL-NNML,0.7777777777777778,1.0
QMC,SEL-NNML,1.0,1.0
