iteration,score
1,0.8
2,0.9166666666666666
3,0.8833333333333333
4,0.8666666666666667
5,0.8666666666666667
6,0.9166666666666666
7,0.9
8,0.8666666666666667
9,0.0
10,0.9
11,0.8833333333333333
12,0.9
13,0.9166666666666666
14,0.8666666666666667
15,0.9
16,0.8833333333333333
17,0.8833333333333333
18,0.8833333333333333
19,0.8833333333333333
20,0.9166666666666666
21,0.0
22,0.9
23,0.9166666666666666
24,0.8666666666666667
25,0.8833333333333333
26,0.9
27,0.8666666666666667
28,0.8833333333333333
29,0.9
30,0.9
31,0.9
32,0.9
33,0.9166666666666666
34,0.9166666666666666
35,0.8666666666666667
36,0.8833333333333333
37,0.0
38,0.9166666666666666
39,0.8666666666666667
40,0.9
41,0.8833333333333333
42,0.0
43,0.9
44,0.8833333333333333
45,0.85
46,0.9
47,0.9
48,0.9
49,0.8833333333333333
50,0.8833333333333333
51,0.8666666666666667
52,0.8666666666666667
53,0.8833333333333333
54,0.8833333333333333
55,0.8833333333333333
56,0.8333333333333334
57,0.8833333333333333
58,0.9
59,0.8666666666666667
60,0.8833333333333333
61,0.8833333333333333
62,0.9166666666666666
63,0.8833333333333333
64,0.85
65,0.9166666666666666
66,0.8
67,0.9
68,0.9
69,0.8
70,0.9
71,0.9
72,0.9
73,0.9
74,0.8833333333333333
75,0.8666666666666667
76,0.8833333333333333
77,0.8833333333333333
78,0.9166666666666666
79,0.8833333333333333
80,0.8833333333333333
81,0.9166666666666666
82,0.9
83,0.8666666666666667
84,0.9
85,0.8833333333333333
86,0.8833333333333333
87,0.8833333333333333
88,0.9
89,0.8833333333333333
90,0.9
91,0.8833333333333333
92,0.9
93,0.8833333333333333
94,0.9
95,0.9
96,0.8666666666666667
97,0.8666666666666667
98,0.8833333333333333
99,0.8833333333333333
100,0.8666666666666667
